's	s'
sub-population	sub-populations
sub-process	sub-processes
sub-project	sub-projects
sub-region	sub-regions
sub-sample	sub-samples
sub-scale	sub-scales
sub-section	sub-sections
sub-sector	sub-sectors
sub-set	sub-sets
sub-site	sub-sites
sub-soil	sub-soils
sub-speciality	sub-specialities
sub-specialty	sub-specialties
sub-structure	sub-structures
sub-surface	sub-surfaces
sub-system	sub-systems
sub-task	sub-tasks
sub-theme	sub-themes
sub-tree	sub-trees
sub-type	sub-types
sub-unit	sub-units
sub-zone	sub-zones
subaltern	subalterns
subarea	subareas
subarray	subarrays
subassembly	subassemblies
subcarrier	subcarriers
subcategorize	subcategorizing,subcategorizes,subcategorized
subcategory	subcategories
subclass	subclasses
subcommittee	subcommittees
subcomponent	subcomponents
subconscious	subconsciouses
subcontinent	subcontinents
subcontract	subcontracting,subcontracts,subcontracted
subcontractor	subcontractors
subculture	subcultures
subdirectory	subdirectories
subdivide	subdivided,subdividing,subdivides
subdivision	subdivisions
subdomain	subdomains
subdominant	subdominants
subduct	subducts,subducted,subducting
subdue	subdues,subduing,subdued
subeditor	subeditors
subfamily	subfamilies
subfield	subfields
subfloor	subfloors
subform	subforms
subgenus	subgenera
subgoal	subgoals
subgraph	subgraphs
subgrid	subgrids
subgroup	subgroups
subheading	subheadings
subimage	subimages
subj	subjs
subject	subjected,subjecting,subjects
subjectivist	subjectivists
subjectivity	subjectivities
subjoin	subjoins,subjoined,subjoining
subjugate	subjugating,subjugates,subjugated
subjunctive	subjunctives
sublease	subleases
sublet	sublets,subletted,subletting
sublicense	sublicenses
sublimate	sublimated,sublimating,sublimates
sublimation	sublimations
sublime	sublimest,sublimer
subluxation	subluxations
submarine	submarines
submariner	submariners
submediant	submediants
submenu	submenus
submerge	submerging,submerged,submerges
submerse	submerses,submersed,submersing
submersible	submersibles
submersion	submersions
submission	submissions
submit	submitted,submits,submitting
submitter	submitters
submodel	submodels
subnet	subnets
subnetwork	subnetworks
subordinate	subordinates,subordinating,subordinated
subordination	subordinations
suborn	suborning,suborned,suborns
subparagraph	subparagraphs
subpart	subparts
subpattern	subpatterns
subplot	subplots
subpoena	subpoenas,subpoenaed,subpoenaing
subpopulation	subpopulations
subprocess	subprocesses
subprogram	subprograms
subregion	subregions
subrogate	subrogating,subrogated,subrogates
subroutine	subroutines
subsample	subsamples
subscale	subscales
subscribe	subscribes,subscribing,subscribed
subscriber	subscribers
subscript	subscripts
subscription	subscriptions
subsection	subsections
subsector	subsectors
subsequence	subsequences
subserve	subserves,subserving,subserved
subset	subsets
subshell	subshells
subside	subsides,subsiding,subsided
subsidence	subsidences
subsidiary	subsidiaries
subsidise	subsidises,subsidised,subsidising
subsidize	subsidizes,subsidizing,subsidized
subsidy	subsidies
subsist	subsists,subsisted,subsisting
subsite	subsites
subsoil	subsoils
subspace	subspaces
subspecialty	subspecialties
substage	substages
substance	substances
substantia	substantiae
substantiate	substantiating,substantiated,substantiates
substantiation	substantiations
substation	substations
substituent	substituents
substitute	substitutes,substituted,substituting
substitution	substitutions
substorm	substorms
substrate	substrates
substratum	substrata,substratums
substring	substrings
substructure	substructures
subsume	subsumed,subsumes,subsuming
subsumption	subsumptions
subsurface	subsurfaces
subsystem	subsystems
subtask	subtasks
subtend	subtended,subtends,subtending
subterfuge	subterfuges
subtest	subtests
subtext	subtexts
subtitle	subtitled,subtitles,subtitling
subtle	subtler,subtlest
subtlety	subtleties
subtopic	subtopics
subtotal	subtotals
subtract	subtracted,subtracting,subtracts
subtraction	subtractions
subtree	subtrees
subtype	subtypes
subunit	subunits
suburb	suburbs
subvention	subventions
subversion	subversions
subversive	subversives
subvert	subverting,subverts,subverted
subway	subways
subwindow	subwindows
succeed	succeeded,succeeds,succeeding
success	successes
succession	successions
successor	successors
succinate	succinates
succour	succouring,succours,succoured
succulent	succulents
succumb	succumbed,succumbs,succumbing
suck	sucked,sucking,sucks
sucker	suckers,suckering,suckered
suckle	suckles,suckling,suckled
suckler	sucklers
suckling	sucklings
suction	suctions
sud	suds
sue	sues,sued,suing
suffer	suffers,suffered,suffering
sufferer	sufferers
suffering	sufferings
suffice	sufficing,suffices,sufficed
sufficiency	sufficiencies
suffix	suffixed,suffixing,suffixes
suffocate	suffocated,suffocates,suffocating
suffocation	suffocations
suffrage	suffrages
suffragette	suffragettes
suffragist	suffragists
suffuse	suffused,suffuses,suffusing
sugar	sugaring,sugars,sugared
sugar-coat	sugar-coats,sugar-coated,sugar-coating
sugary	sugarier
suggest	suggested,suggests,suggesting
suggestion	suggestions
suicide	suicides
suit	suited,suits,suiting
suitability	suitabilities
suitcase	suitcases
suite	suites
suitor	suitors
sulcus	sulci
sulfate	sulfates
sulfide	sulfides
sulfur	sulfurs
sulk	sulked,sulking,sulks
sulky	sulkier,sulkiest
sulla	sullas
sully	sullies,sullied,sullying
sulphasalazine	sulphasalazines
sulphate	sulphated,sulphates,sulphating
sulphide	sulphides
sulphite	sulphites
sulphonamide	sulphonamides
sulphonylurea	sulphonylureas
sulphur	sulphurs
sultan	sultans
sultana	sultanas
sultanate	sultanates
sultry	sultrier,sultriest
sum	summed,sums,summing
summa	summae
summarisation	summarisations
summarise	summarises,summarised,summarising
summarization	summarizations
summarize	summarizing,summarized,summarizes
summary	summaries
summation	summations
summer	summers
summerhouse	summerhouses
summertime	summertimes
summery	summerier,summeriest
summing-up	summings-up
summit	summits
summon	summoning,summoned,summons
summons	summonsing,summonsed,summonses
sump	sumps
sun	sunned,sunning,suns
sunbathe	sunbathing,sunbathed,sunbathes
sunbather	sunbathers
sunbeam	sunbeams
sunbed	sunbeds
sunbird	sunbirds
sunblock	sunblocks
sunbonnet	sunbonnets
sunburn	sunburnt,sunburning,sunburned,sunburns
sunburst	sunbursts
sundae	sundaes
sundeck	sundecks
sunder	sundering,sunders,sundered
sundew	sundews
sundial	sundials
sundown	sundowns
sundowner	sundowners
sundry	sundries
sunfish	sunfishes
sunflower	sunflowers
sunglass	sunglasses
sunhat	sunhats
sunlight	sunlights
sunny	sunniest,sunnier
sunrise	sunrises
sunroof	sunroofs
sunscreen	sunscreens
sunset	sunsets
sunshade	sunshades
sunspot	sunspots
sunstroke	sunstrokes
suntan	suntans
suntrap	suntraps
sup	supping,supped,sups
super-computer	super-computers
super-ego	super-egos
super-hero	super-heroes
super-power	super-powers
super-state	super-states
superb	superbest,superber
superbug	superbugs
supercede	supercedes,superceding,superceded
supercell	supercells
supercharge	supercharged,supercharges,supercharging
supercharger	superchargers
superclass	superclasses
supercomplex	supercomplexes
supercomputer	supercomputers
superconductor	superconductors
supercool	supercooling,supercooled,supercools
superego	superegos
superfamily	superfamilies
superficiality	superficialities
superfluid	superfluids
superfluity	superfluities
supergiant	supergiants
supergravity	supergravities
supergroup	supergroups
superheat	superheated,superheats,superheating
superhero	superheroes
superhighway	superhighways
superimpose	superimposing,superimposed,superimposes
superimposition	superimpositions
superintend	superintends,superintending,superintended
superintendent	superintendents
superior	superiors
superiority	superiorities
superlative	superlatives
superlattice	superlattices
superman	supermen
supermarket	supermarkets
supermodel	supermodels
supernaturalism	supernaturalisms
supernova	supernovae
superoxide	superoxides
superpose	superposed,superposing,superposes
superposition	superpositions
superpower	superpowers
superscript	superscripts
supersede	superseded,supersedes,superseding
superset	supersets
superstar	superstars
superstition	superstitions
superstore	superstores
superstring	superstrings
superstructure	superstructures
supersymmetry	supersymmetries
supertanker	supertankers
supervene	supervening,supervened,supervenes
supervise	supervised,supervises,supervising
supervisee	supervisees
supervisor	supervisors
supper	suppers
suppl	suppls
supplant	supplants,supplanted,supplanting
supple	supplest,suppler
supplement	supplements,supplementing,supplemented
supplementation	supplementations
supplicant	supplicants
supplicate	supplicates,supplicated,supplicating
supplication	supplications
supplier	suppliers
supply	supplies,supplying,supplied
support	supported,supports,supporting
supporter	supporters
suppose	supposed,supposing,supposes
supposition	suppositions
suppository	suppositories
suppress	suppressed,suppressing,suppresses
suppressant	suppressants
suppression	suppressions
suppressor	suppressors
suppurate	suppurated,suppurates,suppurating
supremacist	supremacists
sura	surae
surcharge	surcharged,surcharges,surcharging
sure	surer,surest
surety	sureties
surf	surfed,surfs,surfing
surface	surfaces,surfaced,surfacing
surfactant	surfactants
surfboard	surfboards
surfeit	surfeits
surfer	surfers
surge	surges,surging,surged
surgeon	surgeons
surgery	surgeries
surly	surliest,surlier
surmise	surmises,surmising,surmised
surmount	surmounted,surmounts,surmounting
surname	surnames
surpass	surpasses,surpassing,surpassed
surplice	surplices
surplus	surpluses
surprise	surprised,surprising,surprises
surprize	surprizes,surprized,surprizing
surrealist	surrealists
surrender	surrendered,surrenders,surrendering
surrey	surreys
surrogate	surrogates
surround	surrounded,surrounding,surrounds
surrounding	surroundings
surveillance	surveillances
survey	surveyed,surveying,surveys
surveyor	surveyors
survivability	survivabilities
survival	survivals
survivalist	survivalists
survive	survives,surviving,survived
survivor	survivors
susceptibility	susceptibilities
suspect	suspecting,suspects,suspected
suspend	suspended,suspends,suspending
suspender	suspenders
suspension	suspensions
suspicion	suspicions
suss	sussed,sussing,susses
sustain	sustaining,sustains,sustained
sustainer	sustainers
suture	sutures,suturing,sutured
sv	svs
swab	swabbing,swabs,swabbed
swaddle	swaddles,swaddling,swaddled
swagger	swaggering,swaggered,swaggers
swain	swains
swale	swales
swallow	swallowing,swallows,swallowed
swallower	swallowers
swallowtail	swallowtails
swami	swamis
swamp	swamps,swamped,swamping
swampy	swampier,swampiest
swan	swanning,swanned,swans
swank	swanked,swanks,swanking
swanky	swankier
swap	swapped,swaps,swapping
sward	swards
swarm	swarms,swarming,swarmed
swarthy	swarthier,swarthiest
swash	swashes
swashbuckler	swashbucklers
swastika	swastikas
swat	swatted,swats,swatting
swath	swaths
swathe	swathed,swathes,swathing
sway	sways,swayed,swaying
swear	sworn,swore,swears,swearing
swear-word	swear-words
swearword	swearwords
sweat	sweating,sweated,sweats
sweatband	sweatbands
sweater	sweaters
sweatshirt	sweatshirts
sweatshop	sweatshops
sweaty	sweatiest,sweatier
swede	swedes
sweep	sweeping,swept,sweeps
sweeper	sweepers
sweeping	sweepings
sweepstake	sweepstakes
sweet	sweeter,sweetest,sweets
sweetbread	sweetbreads
sweeten	sweetening,sweetened,sweetens
sweetener	sweeteners
sweetheart	sweethearts
sweetmeat	sweetmeats
sweetness	sweetnesses
swell	swellest,sweller,swells,swelled,swelling,swollen
swelling	swellings
swelter	swelters,sweltering,sweltered
swerve	swerving,swerved,swerves
swift	swifts,swifter,swiftest
swiftlet	swiftlets
swig	swigging,swigs,swigged
swill	swilled,swilling,swills
swim	swimming,swum,swims,swam
swimmer	swimmers
swimming	swimmings
swimsuit	swimsuits
swindle	swindles,swindling,swindled
swindler	swindlers
swine	swines
swineherd	swineherds
swing	swinging,swang,swung,swings
swinge	swinging,swinges,swinged
swinger	swingers
swipe	swiped,swipes,swiping
swirl	swirled,swirling,swirls
swish	swished,swishes,swishing
switch	switched,switches,switching
switch-over	switch-overs
switchback	switchbacks
switchboard	switchboards
switcher	switchers
switching	switchings
switchover	switchovers
swivel	swiveling,swivels,swiveled,swivelled,swivelling
swoon	swooned,swoons,swooning
swoop	swooped,swoops,swooping
swop	swops,swopped,swopping
sword	swords
swordfish	swordfishes
swordsman	swordsmen
swot	swotting,swots,swotted
sycamore	sycamores
sycophant	sycophants
syllable	syllables
syllabus	syllabi,syllabuses
syllogism	syllogisms
symbiont	symbionts
symbiosis	symbioses
symbol	symbols
symbolise	symbolised,symbolising,symbolises
symbolism	symbolisms
symbolize	symbolizes,symbolizing,symbolized
symbology	symbologies
symmetry	symmetries
sympathise	sympathising,sympathised,sympathises
sympathiser	sympathisers
sympathize	sympathized,sympathizes,sympathizing
sympathizer	sympathizers
sympathy	sympathies
symphony	symphonies
symphysis	symphyses
symposium	symposiums,symposia
symptom	symptoms
symptomatology	symptomatologies
syn	syns
synagogue	synagogues
synapse	synapses
synapsis	synapses
sync	syncs,synced,syncing
synch	synched,synching,synches
synchromesh	synchromeshes
synchronicity	synchronicities
synchronisation	synchronisations
synchronise	synchronising,synchronises,synchronised
synchronization	synchronizations
synchronize	synchronizing,synchronized,synchronizes
synchrony	synchronies
synchrotron	synchrotrons
syncopate	syncopated,syncopating,syncopates
syncope	syncopes
syncretism	syncretisms
syndicalist	syndicalists
syndicate	syndicated,syndicates,syndicating
syndrome	syndromes
synecdoche	synecdoches
synergy	synergies
syngas	syngases
synod	synods
synonym	synonyms
synonymy	synonymies
synopsis	synopses
synovitis	synovitides
syntax	syntaxes
synthase	synthases
synthesis	syntheses
synthesise	synthesising,synthesises,synthesised
synthesiser	synthesisers
synthesize	synthesizing,synthesized,synthesizes
synthesizer	synthesizers
synthetase	synthetases
synthetic	synthetics
syphilis	syphilises
syphon	syphons,syphoned,syphoning
syringe	syringed,syringes,syringing
syrinx	syringes,syrinxes
syrup	syrups
syrupy	syrupiest,syrupier
system	systems
systematise	systematising,systematised,systematises
systematize	systematized,systematizing,systematizes
systemise	systemised,systemises,systemising
systole	systoles
syzygy	syzygies
t	ts
t-test	t-tests
tab	tabs
tabby	tabbies
tabernacle	tabernacles
table	tables,tabled,tabling
tableau	tableaux,tableaus
tablecloth	tablecloths
tableland	tablelands
tablemat	tablemats
tablespoon	tablespoons
tablespoonful	tablespoonfuls,tablespoonsful
tablet	tablets
tabletop	tabletops
tabloid	tabloids
taboo	taboos,tabooed,tabooing
tabula	tabulae
tabulate	tabulated,tabulating,tabulates
tabulation	tabulations
tabulator	tabulators
tache	taches
tachograph	tachographs
tachometer	tachometers
tachycardia	tachycardias
tacit	tacitly
tack	tacking,tacks,tacked
tackle	tackling,tackles,tackled
tackler	tacklers
tacky	tackier,tackiest
tactic	tactics
tactician	tacticians
tadpole	tadpoles
taffy	taffies
tag	tagged,tags,tagging
tagger	taggers
tail	tailed,tailing,tails
tailback	tailbacks
tailgate	tailgates,tailgated,tailgating
taillight	taillights
tailor	tailoring,tailored,tailors
tailpiece	tailpieces
tailpipe	tailpipes
tailwind	tailwinds
taint	tainting,tainted,taints
take	taking,took,taken,takes
take-off	take-offs
take-over	take-overs
takeaway	takeaways
takeoff	takeoffs
takeover	takeovers
taker	takers
takin	takins
taking	takings
tal	tals
talcum	talcums
tale	tales
talent	talents
talisman	talismen,talismans
talk	talking,talks,talked
talker	talkers
talkie	talkies
tall	taller,tallest
tallboy	tallboys
tally	tallies,tallied,tallying
tallyho	tallyhos
talon	talons
talus	taluses,tali
tam	tams
tamarin	tamarins
tamarind	tamarinds
tamarisk	tamarisks
tambourine	tambourines
tame	tamed,taming,tamest,tamer,tames
tammy	tammies
tamp	tamping,tamps,tamped
